Url,Size,YardSize,Floor,TotalFloors,District,Year,Type,BuildingType,Price
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164266703404581&slink=7ly7qf&f1=3,130,0,6,8,"град София, Овча купел 2",0,4-СТАЕН,Тухла,136867
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161340086631874&slink=7ly7qf&f1=3,130,0,3,4,"град София, Център",1941,4-СТАЕН,Тухла,260000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d162132156762953&slink=7ly7qf&f1=3,130,0,1,5,"град София, Център",0,4-СТАЕН,Тухла,280000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163913040040404&slink=7ly7qf&f1=3,130,0,2,6,"град София, Център",0,4-СТАЕН,Тухла,300000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d149484936351084&slink=7ly7qf&f1=3,130,0,2,5,"град София, Център",1940,4-СТАЕН,Тухла,389900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163672799340031&slink=7ly7qf&f1=3,130,0,4,5,"град София, Център",1940,4-СТАЕН,Тухла,430000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d162290030141590&slink=7ly7qf&f1=3,130,0,5,7,"град София, Център",1950,4-СТАЕН,Тухла,490000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161821272005157&slink=7ly7qf&f1=3,130,0,5,7,"град София, Център",0,4-СТАЕН,Тухла,490000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d162392060556161&slink=7ly7qf&f1=3,130,0,4,7,"град София, Център",1948,4-СТАЕН,Тухла,490000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161823770907573&slink=7ly7qf&f1=3,130,0,5,7,"град София, Център",1950,4-СТАЕН,Тухла,490000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163896790858050&slink=7ly7qf&f1=3,130,0,6,9,"град София, Бъкстон",2020,МНОГОСТАЕН,Тухла,197000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163733989730322&slink=7ly7qf&f1=3,130,0,1,3,"град София, Драгалевци",2015,МНОГОСТАЕН,Тухла,236000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e162149147666798&slink=7ly7qf&f1=3,130,0,2,3,"град София, Драгалевци",2009,МНОГОСТАЕН,Тухла,239900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e154815509523284&slink=7ly7qf&f1=3,130,0,1,5,"град София, Люлин 6",2008,МНОГОСТАЕН,Тухла,115000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e162764703724297&slink=7ly7qf&f1=3,130,0,1,6,"град София, Люлин 6",2012,МНОГОСТАЕН,Тухла,199999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e162497326134512&slink=7ly7qf&f1=3,130,0,7,7,"град София, Хладилника",2022,МНОГОСТАЕН,Тухла,486000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163997323556244&slink=7ly7qf&f1=3,130,0,2,6,"град София, Център",2005,МНОГОСТАЕН,Тухла,350000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f157607270224409&slink=7ly7qf&f1=3,130,0,6,7,"град София, Красно село",2021,МЕЗОНЕТ,Тухла,171670
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f160234200063635&slink=7ly7qf&f1=3,130,0,6,7,"град София, Красно село",0,МЕЗОНЕТ,Тухла,171679
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163579818545958&slink=7ly7qf&f1=3,130,0,6,7,"град София, Красно село",0,МЕЗОНЕТ,Тухла,172000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f162220426011713&slink=7ly7qf&f1=3,130,0,1,5,"град София, Лагера",2021,МЕЗОНЕТ,Тухла,164000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f154746428070680&slink=7ly7qf&f1=3,130,0,1,4,"град София, Овча купел",2021,МЕЗОНЕТ,Тухла,168000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f158394550306066&slink=7ly7qf&f1=3,130,0,1,4,"град София, Овча купел",2021,МЕЗОНЕТ,Тухла,175000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f164322152540982&slink=7ly7qf&f1=3,130,0,7,8,"град София, Център",0,МЕЗОНЕТ,Тухла,350000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163101836157733&slink=7ly7un&f1=1,131,0,4,6,"град София, Лозенец",0,3-СТАЕН,Тухла,220000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163948787296856&slink=7ly7un&f1=1,131,0,3,8,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,242457
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163888621149626&slink=7ly7un&f1=1,131,0,5,5,"град София, Сердика",2019,3-СТАЕН,Тухла,189100
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162272930113701&slink=7ly7un&f1=1,131,0,2,6,"град София, Център",1997,3-СТАЕН,Тухла,270000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163221481044448&slink=7ly7un&f1=1,131,0,8,9,"град София, Света Троица",1983,МНОГОСТАЕН,ЕПК,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f164311589999719&slink=7ly7un&f1=1,131,0,5,6,"град София, Бояна",2008,МЕЗОНЕТ,Тухла,195990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164077410612440&slink=7ly7un&f1=1,131,0,1,4,"град София, Бояна",2022,3-СТАЕН,Тухла,173504
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164314270331420&slink=7ly7un&f1=1,131,0,0,0,"град София, Бояна",0,3-СТАЕН,Тухла,243120
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162273019639245&slink=7ly7un&f1=1,131,0,2,6,"град София, Медицинска академия",1997,3-СТАЕН,Тухла,270000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164327565954767&slink=7ly7un&f1=1,131,0,5,5,"град София, Студентски град",0,3-СТАЕН,Тухла,176570
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164328478595351&slink=7ly7un&f1=1,131,0,5,5,"град София, Студентски град",0,3-СТАЕН,Тухла,177280
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163412419939974&slink=7ly7un&f1=1,131,0,5,6,"град София, Бояна",2006,МЕЗОНЕТ,Тухла,197999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158098769503204&slink=7ly7un&f1=1,131,0,6,6,"град София, Борово",2021,2-СТАЕН,Тухла,138350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164216047994258&slink=7ly7un&f1=1,131,0,6,6,"град София, Бояна",2004,2-СТАЕН,Тухла,196000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156455253414873&slink=7ly7un&f1=1,131,0,6,6,"град София, Бъкстон",2021,2-СТАЕН,Тухла,138350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163777234137074&slink=7ly7un&f1=1,131,0,5,5,"град София, Княжево",2017,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158072803838594&slink=7ly7un&f1=1,131,0,6,6,"град София, Манастирски ливади",2021,2-СТАЕН,Тухла,138350
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164311442340598&slink=7ly7un&f1=1,131,0,2,9,"град София, Център",2022,2-СТАЕН,Тухла,221850
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181806011448&slink=7ly7un&f1=1,131,0,2,3,"град София, Бояна",2021,3-СТАЕН,Тухла,202600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158209345385407&slink=7ly7un&f1=1,131,0,2,5,"град София, Гео Милев",1993,3-СТАЕН,Тухла,395000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163713648431298&slink=7ly7un&f1=1,131,0,3,9,"град София, Дианабад",2021,3-СТАЕН,Тухла,234072
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159732011585984&slink=7ly7un&f1=1,131,0,1,3,"град София, Драгалевци",2021,3-СТАЕН,Тухла,202600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161593703249251&slink=7ly7un&f1=1,131,0,2,7,"град София, Красно село",1998,3-СТАЕН,Тухла,177500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164302524488057&slink=7ly7un&f1=1,131,0,2,7,"град София, Кръстова вада",0,3-СТАЕН,Тухла,180118
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163837440088422&slink=7ly7un&f1=1,131,0,2,5,"град София, Кръстова вада",0,3-СТАЕН,Тухла,184338
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163852855867832&slink=7ly7un&f1=1,131,0,6,6,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,184997
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164188538882120&slink=7ly7un&f1=1,131,0,5,6,"град София, Кръстова вада",0,3-СТАЕН,Тухла,196815
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164302398087273&slink=7ly7un&f1=1,131,0,7,7,"град София, Кръстова вада",0,3-СТАЕН,Тухла,204485
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164089078241851&slink=7ly7un&f1=1,131,0,7,7,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,204485
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164189854675469&slink=7ly7un&f1=1,131,0,6,8,"град София, Люлин 2",2021,3-СТАЕН,Тухла,145000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163843656389716&slink=7ly7un&f1=1,131,0,3,5,"град София, Малинова долина",2021,3-СТАЕН,Тухла,148236
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164327560085170&slink=7ly7un&f1=1,131,0,5,5,"град София, Малинова долина",0,3-СТАЕН,Тухла,176570
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164181604947742&slink=7ly7un&f1=1,131,0,4,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,176570
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164147600060934&slink=7ly7un&f1=1,131,0,5,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,176570
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164328481432762&slink=7ly7un&f1=1,131,0,5,5,"град София, Малинова долина",0,3-СТАЕН,Тухла,177280
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163882830574759&slink=7ly7un&f1=1,131,0,2,5,"град София, Малинова долина",2024,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164267024139459&slink=7ly7un&f1=1,131,0,1,2,"град София, Малинова долина",2009,3-СТАЕН,Тухла,310000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163042018692968&slink=7ly7un&f1=1,131,0,5,8,"град София, Овча купел 1",2022,3-СТАЕН,Тухла,150200
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163724524670756&slink=7ly7un&f1=1,131,0,7,8,"град София, Овча купел 1",2021,3-СТАЕН,Тухла,163887
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164243041258045&slink=7ly7un&f1=1,131,0,2,4,"град София, Овча купел 2",2022,3-СТАЕН,Тухла,136790
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163791501585228&slink=7ly7un&f1=2,131,0,3,6,"град София, Павлово",0,3-СТАЕН,Тухла,167309
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162937790824142&slink=7ly7un&f1=2,131,0,3,6,"град София, Павлово",2023,3-СТАЕН,Тухла,167309
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162627079868940&slink=7ly7un&f1=2,131,0,3,6,"град София, Павлово",0,3-СТАЕН,Тухла,167309
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163395545722581&slink=7ly7un&f1=2,131,0,2,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167310
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162937621212268&slink=7ly7un&f1=2,131,0,3,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167310
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161426673480167&slink=7ly7un&f1=2,131,0,3,5,"град София, Карпузица",0,4-СТАЕН,Тухла,177971
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161349359943324&slink=7ly7un&f1=2,131,0,3,5,"град София, Княжево",0,4-СТАЕН,Тухла,177971
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d162729503866233&slink=7ly7un&f1=2,131,0,6,7,"град София, Люлин - център",2022,4-СТАЕН,Тухла,162640
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163543520067898&slink=7ly7un&f1=2,131,0,6,6,"град София, Овча купел",2021,4-СТАЕН,Тухла,165000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163432456755769&slink=7ly7un&f1=2,131,0,4,6,"град София, Център",2023,4-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e162685540115307&slink=7ly7un&f1=2,131,0,2,8,"град София, Гоце Делчев",2005,МНОГОСТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163940611426092&slink=7ly7un&f1=2,131,0,2,7,"град София, Люлин 7",2021,МНОГОСТАЕН,Тухла,157200
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163298990484234&slink=7ly7un&f1=2,131,0,3,5,"град София, Център",2022,МНОГОСТАЕН,Тухла,160700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163965332958098&slink=7ly7un&f1=2,131,0,6,6,"град София, Бояна",0,МЕЗОНЕТ,Тухла,196000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163636866955127&slink=7ly7un&f1=2,131,0,6,6,"град София, Бояна",2007,МЕЗОНЕТ,Тухла,196000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163732083625538&slink=7ly7un&f1=2,131,0,6,6,"град София, Бояна",0,МЕЗОНЕТ,Тухла,209000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f162384472220074&slink=7ly7un&f1=2,131,0,1,7,"град София, Лагера",2021,МЕЗОНЕТ,Тухла,164000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f162133249888124&slink=7ly7un&f1=2,131,0,2,4,"град София, Лагера",2021,МЕЗОНЕТ,Тухла,166700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f164303179315145&slink=7ly7un&f1=2,131,0,6,6,"град София, Левски",2023,МЕЗОНЕТ,Тухла,134000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f163974023802571&slink=7ly7un&f1=2,131,0,5,6,"град София, м-т Гърдова глава",2007,МЕЗОНЕТ,Тухла,196000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h164216047513250&slink=7ly7un&f1=2,131,0,6,6,"град София, Бояна",2004,"АТЕЛИЕ, ТАВАН",Тухла,196000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164329156597436&slink=7ly7wj&f1=1,132,0,2,6,"град София, Кръстова вада",0,3-СТАЕН,Тухла,167000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163343529392994&slink=7ly7wj&f1=1,132,0,4,5,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,263000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163099988714179&slink=7ly7wj&f1=1,132,0,2,6,"град София, Център",0,3-СТАЕН,Тухла,269990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162851258648615&slink=7ly7wj&f1=1,132,0,6,7,"град София, Сухата река",2022,2-СТАЕН,Тухла,123467
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163713612133152&slink=7ly7wj&f1=1,132,0,3,9,"град София, Дианабад",2021,3-СТАЕН,Тухла,238464
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163713504917331&slink=7ly7wj&f1=1,132,0,3,9,"град София, Дианабад",2021,3-СТАЕН,Тухла,245961
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162219385733991&slink=7ly7wj&f1=1,132,0,3,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164093928173908&slink=7ly7wj&f1=1,132,0,3,6,"град София, Павлово",2022,3-СТАЕН,Тухла,169990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160050683137721&slink=7ly7wj&f1=1,132,0,7,8,"град София, Център",2019,3-СТАЕН,Тухла,198000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164221788176004&slink=7ly7wj&f1=1,132,0,0,0,"град София, с. Лозен",0,4-СТАЕН,Тухла,99000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163760347548459&slink=7ly7wj&f1=1,132,0,1,6,"град София, Овча купел",0,2-СТАЕН,Тухла,139599
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162973573409667&slink=7ly7wj&f1=1,132,0,1,6,"град София, Борово",2021,3-СТАЕН,Тухла,139520
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161349113737515&slink=7ly7wj&f1=1,132,0,4,6,"град София, Бояна",0,3-СТАЕН,Тухла,240000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163109246453428&slink=7ly7wj&f1=1,132,0,1,6,"град София, Бъкстон",2021,3-СТАЕН,Тухла,139520
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163350524593836&slink=7ly7wj&f1=1,132,0,3,4,"град София, Витоша",2015,3-СТАЕН,Тухла,173900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163955858277234&slink=7ly7wj&f1=1,132,0,2,5,"град София, Витоша",2022,3-СТАЕН,Тухла,198645
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163713559060314&slink=7ly7wj&f1=1,132,0,3,8,"град София, Дианабад",2021,3-СТАЕН,Тухла,237708
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162918485884304&slink=7ly7wj&f1=1,132,0,2,5,"град София, Драгалевци",2017,3-СТАЕН,Тухла,202000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161424421660712&slink=7ly7wj&f1=1,132,0,6,7,"град София, Изток",2009,3-СТАЕН,Тухла,330000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161303670153709&slink=7ly7wj&f1=1,132,0,6,7,"град София, Изток",0,3-СТАЕН,Тухла,362000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163951111510830&slink=7ly7wj&f1=1,132,0,6,7,"град София, Изток",2012,3-СТАЕН,Тухла,434340
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163178121474611&slink=7ly7wj&f1=1,132,0,1,7,"град София, Красно село",1997,3-СТАЕН,Тухла,176200
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164188904547874&slink=7ly7wj&f1=1,132,0,1,6,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,235000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161962120132393&slink=7ly7wj&f1=1,132,0,4,4,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,236800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162135908144152&slink=7ly7wj&f1=1,132,0,4,5,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,290400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161788460656224&slink=7ly7wj&f1=1,132,0,4,5,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,290400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163524619572220&slink=7ly7wj&f1=1,132,0,1,7,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,350000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162637730203674&slink=7ly7wj&f1=1,132,0,1,7,"град София, Лозенец",0,3-СТАЕН,Тухла,329000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162166857611901&slink=7ly7wj&f1=1,132,0,5,6,"град София, Лозенец",2007,3-СТАЕН,Тухла,345678
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160519566880879&slink=7ly7wj&f1=1,132,0,5,6,"град София, Лозенец",0,3-СТАЕН,Тухла,345678
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163637803894505&slink=7ly7wj&f1=1,132,0,5,6,"град София, Лозенец",2007,3-СТАЕН,Тухла,345700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164327536414391&slink=7ly7wj&f1=1,132,0,2,5,"град София, Малинова долина",0,3-СТАЕН,Тухла,171190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163654864157850&slink=7ly7wj&f1=1,132,0,3,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,171190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164328426274923&slink=7ly7wj&f1=1,132,0,3,6,"град София, Малинова долина",0,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164147547232463&slink=7ly7wj&f1=1,132,0,2,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163636607968106&slink=7ly7wj&f1=1,132,0,3,5,"град София, Малинова долина",0,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163829203272168&slink=7ly7wj&f1=1,132,0,3,4,"град София, Малинова долина",2021,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163994485821162&slink=7ly7wj&f1=1,132,0,3,5,"град София, Малинова долина",0,3-СТАЕН,Тухла,178940
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164267918595076&slink=7ly7wj&f1=1,132,0,0,0,"град София, Малинова долина",0,3-СТАЕН,Панел,223080
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c146910305818200&slink=7ly7wj&f1=1,132,0,1,6,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,139400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161013082850980&slink=7ly7wj&f1=2,132,0,1,6,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,139520
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163057871202019&slink=7ly7wj&f1=2,132,0,2,5,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,158300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164296096498151&slink=7ly7wj&f1=2,132,0,0,0,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,160000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163480384749384&slink=7ly7wj&f1=2,132,0,9,9,"град София, Младост 4",2020,3-СТАЕН,Тухла,255254
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163302543184963&slink=7ly7wj&f1=2,132,0,6,7,"град София, Овча купел",2023,3-СТАЕН,Тухла,145057
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164253155296502&slink=7ly7wj&f1=2,132,0,5,7,"град София, Овча купел",2023,3-СТАЕН,Тухла,145057
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160371958593325&slink=7ly7wj&f1=2,132,0,8,8,"град София, Овча купел 1",0,3-СТАЕН,Тухла,163888
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164241505387192&slink=7ly7wj&f1=2,132,0,6,6,"град София, Овча купел 2",0,3-СТАЕН,Тухла,139549
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162678416941798&slink=7ly7wj&f1=2,132,0,2,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167299
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160829996117857&slink=7ly7wj&f1=2,132,0,3,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163878809778094&slink=7ly7wj&f1=2,132,0,3,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161521301838837&slink=7ly7wj&f1=2,132,0,3,6,"град София, Павлово",0,3-СТАЕН,Тухла,167300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161553864024588&slink=7ly7wj&f1=2,132,0,3,5,"град София, Павлово",2023,3-СТАЕН,Тухла,167309
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161398841648003&slink=7ly7wj&f1=2,132,0,3,6,"град София, Павлово",2021,3-СТАЕН,Тухла,167310
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163454876273911&slink=7ly7wj&f1=2,132,0,2,6,"град София, Павлово",2022,3-СТАЕН,Тухла,167310
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162272813642330&slink=7ly7wj&f1=2,132,0,3,6,"град София, Павлово",2020,3-СТАЕН,Тухла,167310
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164199610329467&slink=7ly7wj&f1=2,132,0,2,6,"град София, Павлово",2022,3-СТАЕН,Тухла,169990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164327542582891&slink=7ly7wj&f1=2,132,0,2,5,"град София, Студентски град",0,3-СТАЕН,Тухла,171190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164328434329353&slink=7ly7wj&f1=2,132,0,3,6,"град София, Студентски град",0,3-СТАЕН,Тухла,178190
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164236819836736&slink=7ly7wj&f1=2,132,0,7,7,"град София, Център",2021,3-СТАЕН,Тухла,199380
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161105517369658&slink=7ly7wj&f1=2,132,0,10,12,"град София, Дружба 2",1990,4-СТАЕН,Тухла,200000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164190465477033&slink=7ly7wj&f1=2,132,0,3,4,"град София, Карпузица",2022,4-СТАЕН,Тухла,178000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d158203725031068&slink=7ly7wj&f1=2,132,0,2,4,"град София, Лозенец",0,4-СТАЕН,Тухла,250000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164148865893777&slink=7ly7wj&f1=2,132,0,3,5,"град София, Овча купел",1997,4-СТАЕН,Тухла,190000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e163853077079481&slink=7ly7wj&f1=2,132,0,5,5,"град София, Овча купел 2",2024,МНОГОСТАЕН,Тухла,139549
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e164180228623036&slink=7ly7wj&f1=2,132,0,8,8,"град София, Овча купел 2",2023,МНОГОСТАЕН,Тухла,147800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163782231371933&slink=7ly7yu&f1=1,133,0,4,4,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,139549
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164000527768668&slink=7ly7yu&f1=1,133,0,2,6,"град София, Иван Вазов",2001,4-СТАЕН,Тухла,390000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164258714986797&slink=7ly7yu&f1=1,133,0,1,6,"град София, Овча купел",2024,2-СТАЕН,Тухла,139599
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163525730269619&slink=7ly7yu&f1=1,133,0,1,6,"град София, Павлово",2022,2-СТАЕН,Тухла,139599
